id,question,reference_answer,student_answer,label
FF.Q14.SBJ13.L1.SA196,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap.,1
FF.Q14.SBJ13.L1.SA197,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap between the positive battery connection and the bulb terminal.,1
FF.Q14.SBJ13.L1.SA198,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap between the battery terminal and the bulb terminal.,1
FF.Q14.SBJ13.L1.SA199,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap between the positive battery terminal and the bulb terminal.,1
FF.Q14.SBJ14.L1.SA191,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap between the bul and battery terminal.,1
FF.Q14.SBJ14.L1.SA192,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is a gap between the bulb and the battery terminal.,1
FF.Q14.SBJ15.L1.SA207,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is not a gap in the connection,2
FF.Q14.SBJ15.L1.SA208,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminal is connected to the difference of the battery terminal,1
FF.Q14.SBJ18.L1.SA166,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The electrical states of the bulb terminal and the battery terminal are the same.,0
FF.Q14.SBJ19.L1.SA220,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,its not working,1
FF.Q14.SBJ19.L1.SA221,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminal it is connected to is not working,1
FF.Q14.SBJ19.L1.SA222,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the two terminals will both be 0,1
FF.Q14.SBJ22.L1.SA192,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,a terminal is connected to differenet states,1
FF.Q14.SBJ23.L1.SA169,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is no difference in electrical states.,0
FF.Q14.SBJ23.L1.SA170,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,A terminal is connected to the battery.,0
FF.Q14.SBJ24.L1.SA197,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb will not light,3
FF.Q14.SBJ24.L1.SA198,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminal is connected to postive end of battery,1
FF.Q14.SBJ26.L1.SA202,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that there is no electrical connection,1
FF.Q14.SBJ26.L1.SA203,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,no electricity,1
FF.Q14.SBJ26.L1.SA204,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,to a battery,1
FF.Q14.SBJ27.L1.SA185,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is none,1
FF.Q14.SBJ27.L1.SA187,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a separation,1
FF.Q14.SBJ28.L1.SA185,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb is connected to the battery terminal,0
FF.Q14.SBJ28.L1.SA186,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb terminals are connected to the battery terminal,0
FF.Q14.SBJ3.L1.SA175,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is no difference in electrical states,1
FF.Q14.SBJ3.L1.SA176,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminals are the same,1
FF.Q14.SBJ30.L1.SA173,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,It tells you that it is connected to a positive battery terminal.,1
FF.Q14.SBJ31.L1.SA184,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that buld and the battery terminals are connected,0
FF.Q14.SBJ31.L1.SA185,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,bulb,2
FF.Q14.SBJ33.L1.SA175,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,it is negative,1
FF.Q14.SBJ34.L1.SA166,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The connection is closed,1
FF.Q14.SBJ34.L1.SA167,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,it is closed,1
FF.Q14.SBJ34.L1.SA168,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The terminal is connected to the bulb,1
FF.Q14.SBJ35.L1.SA183,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,That it is a negative terminal.,1
FF.Q14.SBJ35.L1.SA184,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The terminal is connected to a negative terminal.,1
FF.Q14.SBJ36.L1.SA190,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is no connectivity,1
FF.Q14.SBJ36.L1.SA191,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,no connection,1
FF.Q14.SBJ36.L1.SA192,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,a terminal is connected to the positive battery terminal,1
FF.Q14.SBJ37.L1.SA165,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,they are the same state,0
FF.Q14.SBJ37.L1.SA166,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminal is connected to the battery terminal,1
FF.Q14.SBJ38.L1.SA166,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that there is no difference between the electrical states of the bulb terminal and the battery terminal,0
FF.Q14.SBJ38.L1.SA168,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminals are separated by a gap,1
FF.Q14.SBJ38.L1.SA170,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminals are sepatated by a gap and the battery terminal and bulb terminal are connected,0
FF.Q14.SBJ39.L1.SA203,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,Tells you that there is a gap,1
FF.Q14.SBJ39.L1.SA204,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,A voltage reading of 0 means there is a gap,1
FF.Q14.SBJ40.L1.SA195,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap in the connection.,1
FF.Q14.SBJ40.L1.SA196,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,a voltage reading of 0 volts indicates a gap in the circuit.,1
FF.Q14.SBJ40.L1.SA197,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,i dont know!!!!,4
FF.Q14.SBJ42.L1.SA180,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is no connection.,1
FF.Q14.SBJ42.L1.SA181,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is not a connection between a bulb terminal and a battery terminal.,1
FF.Q14.SBJ42.L1.SA182,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is a bad connection between a bulb terminal and a battery terminal.,1
FF.Q14.SBJ43.L1.SA181,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb terminal and battery terminal are not connected to one another,1
FF.Q14.SBJ43.L1.SA182,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that the bulb terminal and battery terminal are on the same side of a disconnected circut,2
FF.Q14.SBJ43.L1.SA183,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,they do not create a circut,1
FF.Q14.SBJ45.L1.SA175,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb terminal and the battery terminal are separated by a gap,1
FF.Q14.SBJ45.L1.SA176,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb terminal and the negative battery terminal are separated by a gap,1
FF.Q14.SBJ45.L1.SA177,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,i dont know the rest,4
FF.Q14.SBJ46.L1.SA189,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,seperate,1
FF.Q14.SBJ46.L1.SA190,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,connected to battery,2
FF.Q14.SBJ47.L1.SA199,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that it is connected to the negative terminal,1
FF.Q14.SBJ48.L1.SA170,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,they are the same,3
FF.Q14.SBJ48.L1.SA171,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the two terminals are connected,0
FF.Q14.SBJ7.L1.SA168,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,i do not know,4
FF.Q14.SBJ8.L1.SA204,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the terminal are seperated by a gap when the bulb goes out,3
FF.Q14.SBJ9.L1.SA171,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is no difference between the two terminals.,2
FF.Q14.SBJ9.L1.SA172,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The bulb is off.,1
FF.Q14.SBJB10.L1.SA144,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that there is two positive or two negative connections,1
FF.Q14.SBJB12.L1.SA150,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The have the same electrical states,0
FF.Q14.SBJB16.L1.SA146,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,the bulb may be damaged,1
FF.Q14.SBJB17.L1.SA148,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,they are in the same electrical state,0
FF.Q14.SBJB18.L1.SA156,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is no electrical states,1
FF.Q14.SBJB19.L1.SA149,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that there is a gap in the circuit.,1
FF.Q14.SBJB20.L1.SA156,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is no voltage.,1
FF.Q14.SBJB22.L1.SA155,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,its not recieving from either the negative or positive terminal,1
FF.Q14.SBJB25.L1.SA149,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,It is being attatched to the wrong side.,1
FF.Q14.SBJB27.L1.SA144,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that the bulb terminal is only connected to one of the battery terminals,1
FF.Q14.SBJB28.L1.SA149,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap somewhere in the circuit,1
FF.Q14.SBJB29.L1.SA148,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,they are connected,0
FF.Q14.SBJB30.L1.SA149,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is a gap between the bulb terminal and the battery terminal.,1
FF.Q14.SBJB31.L1.SA144,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,there is no electrical state difference.,0
FF.Q14.SBJB34.L1.SA144,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,There is a gap in the circuit.,1
FF.Q14.SBJB36.L1.SA144,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that it is not connected to both sides of the battery,1
FF.Q14.SBJB38.L1.SA145,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The bulb is only connected to that side of the battery terminal.,1
FF.Q14.SBJB39.L1.SA146,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,That the bulb terminal is connected to the negative battery terminal.,1
FF.Q14.SBJB4.L1.SA145,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,that  there is no difference in electrical states of the two terminals,0
FF.Q14.SBJB40.L1.SA145,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,That it is damaged.,1
FF.Q14.SBJB41.L1.SA147,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,That there is a gap,1
FF.Q14.SBJB5.L1.SA154,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,"the electrical states between the terminals is the same, resulting in 0",0
FF.Q14.SBJB6.L1.SA147,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,It is a bad connection.,1
FF.Q14.SBJB7.L1.SA144,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,They have the same electrical state.,0
FF.Q14.SBJB9.L1.SA160,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are connected,The bulb is dead pr not connected to the battery terminal,1
FF.Q15.SBJ10.L1.SA191,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,they are connected to the positive battery terminal,1
FF.Q15.SBJ11.L1.SA199,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is a gap between the bulb terminal and the battery terminal.,0
FF.Q15.SBJ13.L1.SA200,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is no gap.,1
FF.Q15.SBJ13.L1.SA201,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is no gap between the positive battery terminal and the bulb terminal.,1
FF.Q15.SBJ13.L1.SA202,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are connected to each other.,1
FF.Q15.SBJ15.L1.SA209,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminal is connected to the battery terminal with a gapp,1
FF.Q15.SBJ15.L1.SA210,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is a gap between the battery terminal and the bubl terminal,0
FF.Q15.SBJ18.L1.SA168,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The bulb terminal is not connected to the battery terminal.,0
FF.Q15.SBJ19.L1.SA224,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are not connected,0
FF.Q15.SBJ22.L1.SA193,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a terminal is connected to the same states,1
FF.Q15.SBJ23.L1.SA171,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is a difference in eletrical states.,3
FF.Q15.SBJ24.L1.SA199,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb terminal has no gap and the bulb will light,1
FF.Q15.SBJ24.L1.SA200,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb will light,1
FF.Q15.SBJ26.L1.SA205,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a terminal is connected to a battery,1
FF.Q15.SBJ26.L1.SA206,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,god,4
FF.Q15.SBJ27.L1.SA188,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are connected,1
FF.Q15.SBJ27.L1.SA189,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is a gap,0
FF.Q15.SBJ28.L1.SA187,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb terminals are not connected to the battery terminal,0
FF.Q15.SBJ29.L1.SA186,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,they are not connected.,0
FF.Q15.SBJ3.L1.SA177,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the termials are the oppsite,1
FF.Q15.SBJ3.L1.SA178,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terials are different,1
FF.Q15.SBJ30.L1.SA174,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,It tells you that it is connected to a negative battery terminal.,1
FF.Q15.SBJ30.L1.SA175,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,It tells you that is isi connected to a positive battery terminal.,1
FF.Q15.SBJ30.L1.SA176,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,It tells you that it is connected to a positive battery terminal.,1
FF.Q15.SBJ31.L1.SA187,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb terminal and the battery terminal are not connected,0
FF.Q15.SBJ33.L1.SA178,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,they are connected to each other,1
FF.Q15.SBJ33.L1.SA179,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,it is connected to the positive terminal,1
FF.Q15.SBJ33.L1.SA180,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,asdff,4
FF.Q15.SBJ33.L1.SA181,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,sdfdka,4
FF.Q15.SBJ35.L1.SA185,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The terminal is connected to a positive battery terminal.,1
FF.Q15.SBJ35.L1.SA186,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The electrical states between two terminals.,1
FF.Q15.SBJ35.L1.SA187,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The connection could be between a positive or negative battery terminal.,1
FF.Q15.SBJ36.L1.SA193,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a terminal is connected to the negative battery terminal,1
FF.Q15.SBJ36.L1.SA194,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a terminal is connected to the positive battery terminal,1
FF.Q15.SBJ36.L1.SA195,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a terminal is connected to the opposite battery terminal,1
FF.Q15.SBJ36.L1.SA196,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a terminal is cnnected to the positive terminal,1
FF.Q15.SBJ37.L1.SA167,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminal is connected to the other battery terminal,1
FF.Q15.SBJ37.L1.SA168,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminal is not connected to the battery terminal,1
FF.Q15.SBJ39.L1.SA209,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb terminal is connected to the battery terminal,1
FF.Q15.SBJ40.L1.SA198,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,a reading of 1.5 volts means that the connection between the bulb terminal and the battery terminal  is closed.,1
FF.Q15.SBJ40.L1.SA199,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are not connected.,0
FF.Q15.SBJ42.L1.SA183,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is a good connection between a bulb terminal and a battery terminal.,1
FF.Q15.SBJ42.L1.SA184,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is a connection between a bulb terminal and a battery terminal.,1
FF.Q15.SBJ42.L1.SA185,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,"I""m not sure of the answer!",4
FF.Q15.SBJ42.L1.SA186,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is a great connection between a bulb terminal and a battery terminal.,1
FF.Q15.SBJ46.L1.SA191,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,seperate from battery,1
FF.Q15.SBJ47.L1.SA200,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,that it is connected to the positive terminal,1
FF.Q15.SBJ47.L1.SA201,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb is connected to a positive terminal,1
FF.Q15.SBJ47.L1.SA202,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the connection is positive,1
FF.Q15.SBJ8.L1.SA205,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The terminals are connected to each other,1
FF.Q15.SBJ8.L1.SA206,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are connected and the bulb is working,1
FF.Q15.SBJ8.L1.SA207,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is no gap between the bulb terminal and the battery terminal,1
FF.Q15.SBJ8.L1.SA208,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb is connected to the positive terminal,1
FF.Q15.SBJ8.L1.SA209,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,i do not know,4
FF.Q15.SBJ9.L1.SA174,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are not connected to each other.,0
FF.Q15.SBJB10.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals are not connected to each other and there is a positive and negative,0
FF.Q15.SBJB12.L1.SA151,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The is a gap between teh bulb terminal and the battery temrinal,1
FF.Q15.SBJB13.L1.SA147,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is a gap.,0
FF.Q15.SBJB15.L1.SA147,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,that they are not connected,0
FF.Q15.SBJB17.L1.SA149,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The terminals are connected to different terminals of the battery,1
FF.Q15.SBJB2.L1.SA156,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,That they are connected to each other.,1
FF.Q15.SBJB20.L1.SA157,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,There is voltage.,1
FF.Q15.SBJB21.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is no gap,1
FF.Q15.SBJB22.L1.SA156,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the circuit is closed betweent the battery and the bulb and recieving electricity,1
FF.Q15.SBJB25.L1.SA150,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,It is attatched to the correct side.,1
FF.Q15.SBJB26.L1.SA146,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,They are not connected to each other.,0
FF.Q15.SBJB27.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,that the terminals are not connected to each other,0
FF.Q15.SBJB28.L1.SA150,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,there is a difference in electrical states,3
FF.Q15.SBJB31.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb is connected to the opposite terminal of the battery,2
FF.Q15.SBJB32.L1.SA149,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,Their is a gap.,0
FF.Q15.SBJB34.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The electrical states differ.,2
FF.Q15.SBJB36.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,that the terminals are connected to each other,1
FF.Q15.SBJB38.L1.SA146,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,The bulb is connected to the opposite end of the battery,2
FF.Q15.SBJB39.L1.SA147,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,That the terminals are not connected to each other.,0
FF.Q15.SBJB4.L1.SA146,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the terminals form a closed path,1
FF.Q15.SBJB41.L1.SA148,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,They terminals are connected to each other.,1
FF.Q15.SBJB5.L1.SA155,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,the bulb is connected to the positive and negative terminals of the battery,1
FF.Q15.SBJB7.L1.SA145,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are not connected,They have different electrical states.,2
FF.Q17.SBJ10.L1.SA176,Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.,Terminal 1 and the positive terminal are separated by the gap,terminal 1 was connected to the positive terminal of the battery,1
FF.Q17.SBJ10.L1.SA177,Explain why you got a voltage reading of 1.5 for terminal 1 and the positive terminal.,Terminal 1 and the positive terminal are separated by the gap,because it was connected to the positive terminal,1
